pub_ID,included,sp_name,genus,species,clone.strain,study_type,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_sd,particles_per_mg,shape,color,fluorescence,modified,mod_type,surface_charge,surfactant,biotic_env,weathered,density_gcm-3,excitation_nm,emission_nm,company,MP_comments,age_d,generation,age_comment,food_source,food_present,temperature,pH,DOC_added,DOC_type,other_added,other_type,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_ml-1,conc_mg_l-1,conc_ppm,extracted_by,c_n_replicates,c_mean,c_SD,c_SE,c_ind_per_replicate,c_n_individuals,c_dead,c_alive,t_n_replicates,t_mean,t_SD,t_SE,t_ind_per_replicate,t_n_individuals,t_dead,t_alive,data_comment
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PP,55,NA,5.5e4,NA,NA,fragments,white,no,no,NA,NA,yes,no,no,0.975,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,yes,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.109,NA,NA,5,15,NA,NA,3,0.266,NA,NA,5,15,NA,NA,"from Figure 3B with metaDigitise; immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PP,55,NA,5.5e4,NA,NA,fragments,white,no,no,NA,NA,yes,no,no,0.975,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.836,NA,NA,5,15,NA,NA,3,0.469,NA,NA,5,15,NA,NA,"from Figure 2B with metaDigitise, immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PE,55,NA,5.5e4,NA,NA,fragments,white,no,no,NA,NA,no,no,no,0.922,NA,NA,NA,size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,yes,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.109,NA,NA,5,15,NA,NA,3,0.197,NA,NA,5,15,NA,NA,"from Figure 3B with metaDigitise; immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PE,55,NA,5.5e4,NA,NA,fragments,white,no,no,NA,NA,no,no,no,0.922,NA,NA,NA,size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.836,NA,NA,5,15,NA,NA,3,0.599,NA,NA,5,15,NA,NA,"from Figure 2B with metaDigitise, immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PE,55,NA,5.5e4,NA,NA,fragments,white,no,no,NA,NA,yes,no,no,0.922,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,yes,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.109,NA,NA,5,15,NA,NA,3,0.470,NA,NA,5,15,NA,NA,"from Figure 3B with metaDigitise; immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PE,55,NA,5.5e4,NA,NA,fragments,white,no,no,NA,NA,yes,no,no,0.922,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.836,NA,NA,5,15,NA,NA,3,0.733,NA,NA,5,15,NA,NA,"from Figure 2B with metaDigitise, immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,no,Daphnia magna,Daphnia,magna,NA,lab,PE,55,NA,5.5e4,,NA,fragments,white,no,no,NA,NA,yes,no,no,0.922,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,10,0,,Spirulina spp. (SP200114) ,NA,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.67,NA,NA,5,15,NA,NA,3,NA,NA,NA,5,15,NA,NA,control data for 10 day old daphnids missing; 
Renzi2019,no,Daphnia magna,Daphnia,magna,NA,lab,PE,55,NA,5.5e4,,NA,fragments,white,no,no,NA,NA,yes,no,no,0.922,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,10,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.66,NA,NA,5,15,NA,NA,3,NA,NA,NA,5,15,NA,NA,control data for 10 day old daphnids missing; 
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PVC,55,NA,5.5e4,NA,NA,fragments,clear,no,no,NA,NA,no,no,no,1.385,NA,NA,NA,size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,yes,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.109,NA,NA,5,15,NA,NA,3,0.132,NA,NA,5,15,NA,NA,"from Figure 3B with metaDigitise; immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PVC,55,NA,5.5e4,NA,NA,fragments,clear,no,no,NA,NA,no,no,no,1.385,NA,NA,NA,size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.836,NA,NA,5,15,NA,NA,3,0.332,NA,NA,5,15,NA,NA,"from Figure 2B with metaDigitise, immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PVC,55,NA,5.5e4,NA,NA,fragments,clear,no,no,NA,NA,yes,no,no,1.385,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,yes,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.109,NA,NA,5,15,NA,NA,3,0.668,NA,NA,5,15,NA,NA,"from Figure 3B with metaDigitise; immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PVC,55,NA,5.5e4,NA,NA,fragments,clear,no,no,NA,NA,yes,no,no,1.385,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.836,NA,NA,5,15,NA,NA,3,0.80,NA,NA,5,15,NA,NA,"from Figure 2B with metaDigitise, immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,no,Daphnia magna,Daphnia,magna,NA,lab,PVC,55,NA,5.5e4,,NA,fragments,clear,no,no,NA,NA,yes,no,no,1.385,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,10,0,,Spirulina spp. (SP200114) ,NA,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.67,NA,NA,5,15,NA,NA,3,NA,NA,NA,5,15,NA,NA,control data for 10 day old daphnids missing; 
Renzi2019,no,Daphnia magna,Daphnia,magna,NA,lab,PVC,55,NA,5.5e4,,NA,fragments,clear,no,no,NA,NA,yes,no,no,1.385,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,10,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.66,NA,NA,5,15,NA,NA,3,NA,NA,NA,5,15,NA,NA,control data for 10 day old daphnids missing; 
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PVC/PE,55,NA,5.5e4,NA,NA,fragments,clear,no,no,NA,NA,no,no,no,NA,NA,NA,NA,size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,yes,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.109,NA,NA,5,15,NA,NA,3,0.404,NA,NA,5,15,NA,NA,"from Figure 3B with metaDigitise; immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PVC/PE,55,NA,5.5e4,NA,NA,fragments,clear,no,no,NA,NA,no,no,no,NA,NA,NA,NA,size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.836,NA,NA,5,15,NA,NA,3,0.534,NA,NA,5,15,NA,NA,"from Figure 2B with metaDigitise, immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PVC/PE,55,NA,5.5e4,NA,NA,fragments,clear,no,no,NA,NA,yes,no,no,NA,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,yes,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.109,NA,NA,5,15,NA,NA,3,0.332,NA,NA,5,15,NA,NA,"from Figure 3B with metaDigitise; immobilization data used, because this is comparable to other studies and mortality here is not defined"
Renzi2019,yes,Daphnia magna,Daphnia,magna,NA,lab,PVC/PE,55,NA,5.5e4,NA,NA,fragments,clear,no,no,NA,NA,yes,no,no,NA,NA,NA,NA,surfactant= Triton X-100; size calculated by taking mean of range: 10-100,0,0,,Spirulina spp. (SP200114) ,no,18,,no,NA,no,NA,96,4,NA,0.05,NA,NA,MM,3,0.836,NA,NA,5,15,NA,NA,3,0.664,NA,NA,5,15,NA,NA,"from Figure 2B with metaDigitise, immobilization data used, because this is comparable to other studies and mortality here is not defined"
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,10,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0,0,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,20,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0,0,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,30,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.0625,0.0375,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,40,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.106,0.075,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,50,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.17,0.106,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,60,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.2625,0.15,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,70,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.38125,0.1125,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,80,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.48125,0.14375,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,90,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.56875,0.175,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,100,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.56875,0.1375,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,125,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.725,0.15,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,150,NA,JB,6,0,NA,NA,12,72,NA,NA,6,0.95625,0.4375,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Reynolds2019,yes,Daphnia magna ,Daphnia,magna,NA,lab,PS,0.1,0.01,100,10,NA,spheres,NA,yes,no,NA,NA,no,no,no,NA,468,508,ThermoFisher Scientific,,0,0,,Chlorella vulgaris & Pseudokirchneriella subcapitata,no,20,,no,NA,no,NA,24,1,NA,NA,200,NA,JB,6,0,NA,NA,12,72,NA,NA,6,1,0,NA,12,72,NA,NA,extracted from fig 4; number of replicates taken from figure caption fig. 4
Rist2017,yes,Daphnia magna,Daphnia,magna,"clone from Birkendammen, Denmark, 1978",lab,PS,0.095,0.0022,95,2.2,NA,spherical,NA,yes,no,NA,NA,no,no,no,1.05,440,486,Phosphorex,,0,0,,Raphidocelis subcapitata,yes,20,,no,NA,no,NA,504,21,3.1E07,NA,0.1,NA,"JB, MM",10,0.1,NA,NA,1,10,1,9,10,0.3,NA,NA,1,10,3,7,"extracted from table S2; table caption states n= 15 replicates, but methods sections states n = 10 with 70 individuals tested in total; used n=10  "
Rist2017,yes,Daphnia magna,Daphnia,magna,"clone from Birkendammen, Denmark, 1978",lab,PS,0.095,0.0022,95,2.2,NA,spherical,NA,yes,no,NA,NA,no,no,no,1.05,440,486,Phosphorex,,0,0,,Raphidocelis subcapitata,yes,20,,no,NA,no,NA,504,21,1.6E08,NA,0.5,NA,"JB, MM",10,0.1,NA,NA,1,10,1,9,10,0.2,NA,NA,1,10,2,8,"extracted from table S2; table caption states n= 15 replicates, but methods sections states n = 10 with 70 individuals tested in total; used n=10 "
Rist2017,yes,Daphnia magna,Daphnia,magna,"clone from Birkendammen, Denmark, 1978",lab,PS,0.095,0.0022,95,2.2,NA,spherical,NA,yes,no,NA,NA,no,no,no,1.05,440,486,Phosphorex,,0,0,,Raphidocelis subcapitata,yes,20,,no,NA,no,NA,504,21,3.1E08,NA,1,NA,"JB, MM",10,0.1,NA,NA,1,10,1,9,10,0.2,NA,NA,1,10,2,8,"extracted from table S2; table caption states n= 15 replicates, but methods sections states n = 10 with 70 individuals tested in total; used n=10"
Rist2017,yes,Daphnia magna,Daphnia,magna,"clone from Birkendammen, Denmark, 1978",lab,PS,2.37,0.01,2370,10,NA,spherical,NA,yes,no,NA,NA,no,no,no,1.05,440,486,Phosphorex,,0,0,,Raphidocelis subcapitata,yes,20,,no,NA,no,NA,504,21,3.1E07,NA,0.1,NA,"JB, MM",10,0.1,NA,NA,1,10,1,9,10,0.2,NA,NA,1,10,2,8,"extracted from table S2; table caption states n= 15 replicates, but methods sections states n = 10 with 70 individuals tested in total; used n=10"
Rist2017,yes,Daphnia magna,Daphnia,magna,"clone from Birkendammen, Denmark, 1978",lab,PS,2.37,0.01,2370,10,NA,spherical,NA,yes,no,NA,NA,no,no,no,1.05,440,486,Phosphorex,,0,0,,Raphidocelis subcapitata,yes,20,,no,NA,no,NA,504,21,1.6E08,NA,0.5,NA,"JB, MM",10,0.1,NA,NA,1,10,1,9,10,0.4,NA,NA,1,10,4,6,"extracted from table S2; table caption states n= 15 replicates, but methods sections states n = 10 with 70 individuals tested in total; used n=10 "
Rist2017,yes,Daphnia magna,Daphnia,magna,"clone from Birkendammen, Denmark, 1978",lab,PS,2.37,0.01,2370,10,NA,spherical,NA,yes,no,NA,NA,no,no,no,1.05,440,486,Phosphorex,,0,0,,Raphidocelis subcapitata,yes,20,,no,NA,no,NA,504,21,3.1E08,NA,1,NA,"JB, MM",10,0.1,NA,NA,1,10,1,9,10,0.3,NA,NA,1,10,3,7,"extracted from table S2; table caption states n= 15 replicates, but methods sections states n = 10 with 70 individuals tested in total; used n=10 "
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,5,NA,MM,4,0,0,0,10,40,0,40,4,0.1,0.1155,NA,10,40,4,36,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,10,NA,MM,4,0,0,0,10,40,0,40,4,0.15,0.1,NA,10,40,6,34,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,25,NA,MM,4,0,0,0,10,40,0,40,4,0.2,0.1633,NA,10,40,8,32,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,50,NA,MM,4,0,0,0,10,40,0,40,4,0.6,0.1633,NA,10,40,24,16,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,75,NA,MM,4,0,0,0,10,40,0,40,4,0.65,0.1,NA,10,40,26,14,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,100,NA,MM,4,0,0,0,10,40,0,40,4,0.9,0.1155,NA,10,40,36,4,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS ,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,yes,polysaccharides,48,2,NA,NA,50,NA,MM,4,0,0,0,10,40,0,40,4,0,0,0,10,40,0,40,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,yes,polysaccharides,48,2,NA,NA,100,NA,MM,4,0,0,0,10,40,0,40,4,0.25,0.1,NA,10,40,10,30,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,yes,polysaccharides,48,2,NA,NA,150,NA,MM,4,0,0,0,10,40,0,40,4,0.4,0,NA,10,40,16,24,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS ,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,yes,polysaccharides,48,2,NA,NA,175,NA,MM,4,0,0,0,10,40,0,40,4,0.5,0.1155,NA,10,40,20,20,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,yes,polysaccharides,48,2,NA,NA,200,NA,MM,4,0,0,0,10,40,0,40,4,0.7,0.2,NA,10,40,28,12,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,yes,humic acid,no,NA,48,2,NA,NA,50,NA,MM,4,0,0,0,10,40,0,40,4,0.05,0.1,NA,10,40,2,38,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS ,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,yes,humic acid,no,NA,48,2,NA,NA,100,NA,MM,4,0,0,0,10,40,0,40,4,0.3,0.1155,NA,10,40,12,28,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,yes,humic acid,no,NA,48,2,NA,NA,150,NA,MM,4,0,0,0,10,40,0,40,4,0.25,0.1,NA,10,40,10,30,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,yes,humic acid,no,NA,48,2,NA,NA,175,NA,MM,4,0,0,0,10,40,0,40,4,0.5,0.1155,NA,10,40,20,20,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS ,0.22,0.01,220,10,NA,spherical,no,no,yes,aminified,positive,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,yes,humic acid,no,NA,48,2,NA,NA,200,NA,MM,4,0,0,0,10,40,0,40,4,0.8,0.1633,NA,10,40,32,8,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.21,0.011,210,11,NA,spherical,no,no,yes,carboxylated,negative,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,5,NA,MM,4,0,0,0,10,40,0,40,4,0.1,0.1155,NA,10,40,4,36,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS ,0.21,0.011,210,11,NA,spherical,no,no,yes,carboxylated,negative,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,10,NA,MM,4,0,0,0,10,40,0,40,4,0.1,0.2,NA,10,40,4,36,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.21,0.011,210,11,NA,spherical,no,no,yes,carboxylated,negative,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,25,NA,MM,4,0,0,0,10,40,0,40,4,0.15,0.1915,NA,10,40,6,34,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS,0.21,0.011,210,11,NA,spherical,no,no,yes,carboxylated,negative,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,50,NA,MM,4,0,0,0,10,40,0,40,4,0.25,0.1915,NA,10,40,10,30,from raw data provided by authors
Saavedra2019,yes,Daphnia magna,Daphnia,magna,DAPHTOXKIT F-magna,lab,PS ,0.21,0.011,210,11,NA,spherical,no,no,yes,carboxylated,negative,no,no,no,1.055,NA,NA,Thermofisher,,0,0,,Chlamydomonas reinhardtii,yes,21,,no,NA,no,NA,48,2,NA,NA,75,NA,MM,4,0,0,0,10,40,0,40,4,0.25,0.1,NA,10,40,10,30,from raw data provided by authors
